照護團隊名稱／諮詢電話,醫事機構名稱,醫事機構電話,醫事機構地址,居家醫療醫療,重度居家醫療,安寧居家療護,居家呼吸照護,居家中醫醫療,居家藥事照護,在宅急症照護,近三個月有收案
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
安康喜樂居家醫療照護團隊,沁心居家護理所,098-6125697,新北市三重區自強路３段６２巷１１號１樓（地圖),,1,,,,,,1
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
馨安居家醫療照護團隊,,,,,,,,,,,
932143725,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,永欣居家護理所,02-29211785,新北市永和區林森路４１巷１１號３樓（地圖),,1,,1,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,芯全安居家護理所,02-29283688,新北市永和區中正路４１７號８樓（６０７室）（地圖),,1,,,,,,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
青年公園居家醫療照護團隊,青禾居家護理所,02-89421569,新北市中和區景平路２６８號８樓（地圖),,1,1,,,,1,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
臺大醫院居家醫療團隊,,,,,,,,,,,
臺北榮民總醫院居家醫療照護團隊,,,,,,,,,,,
28757458,,,,,,,,,,,
28757460,,,,,,,,,,,
亞東居醫團隊,,,,,,,,,,,
02-77281911,,,,,,,,,,,
青年公園居家醫療照護團隊,嘉寧居家護理所,02-22259895,新北市中和區建八路２１７號１２樓（地圖),,1,1,,,,1,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
萬芳團隊,,,,,,,,,,,
(02)2936-7193,,,,,,,,,,,
新北市立土城醫院居家照護團隊,,,,,,,,,,,
亞東居醫團隊,,,,,,,,,,,
02-77281911,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
衛生福利部雙和居家照護團隊,衛生福利部雙和醫院附設居家護理所(委託臺北醫學大學興建經營),02-22490088,新北市中和區中正路２９１號Ｂ１（地圖),,1,,,,,1,1
2249-0088 #8608,,,,,,,,,,,
2249-0088 #8603,,,,,,,,,,,
新北市立土城醫院居家照護團隊,德怡居家護理所,02-29439679,新北市中和區景平路７１－７號５樓之２（地圖),,1,,1,,,,
安康喜樂居家醫療照護團隊,康杏居家護理所,02-22401522,新北市中和區中山路二段２９６號１４樓之４（地圖),,1,,,,,,1
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,齡馨居家護理所,09-22166251,新北市中和區新生街１６６巷２０號１樓（地圖),,1,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
臺北藍鵲居家醫療照護團隊,美達居家護理所,02-29122710,新北市新店區寶橋路４８號９樓之３（地圖),,1,,1,,,,1
2552-3234 #3683,,,,,,,,,,,
2709-3600 #1118,,,,,,,,,,,
2388-9595 #8416,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
仁和居家醫療照護團隊,,,,,,,,,,,
(02)2892-8769,,,,,,,,,,,
(02)2891-7453,,,,,,,,,,,
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
蘭陽家聯居家醫療照護團隊,,,,,,,,,,,
975311420,,,,,,,,,,,
03-9652881,,,,,,,,,,,
萬芳團隊,,,,,,,,,,,
(02)2936-7193,,,,,,,,,,,
臺北榮民總醫院居家醫療照護團隊,,,,,,,,,,,
28757458,,,,,,,,,,,
28757460,,,,,,,,,,,
亞東居醫團隊,,,,,,,,,,,
02-77281911,,,,,,,,,,,
衛生福利部臺北醫院居家整合醫療照護團隊,,,,,,,,,,,
02-22761136#5201~5205,,,,,,,,,,,
909932122,,,,,,,,,,,
台北慈院居家醫療照護整合團隊,同仁醫院附設順安居家護理所,02-29170201,新北市新店區民權路８９號２樓（地圖),,1,,1,,,,1
66289770*3546,,,,,,,,,,,
新北市立土城醫院居家照護團隊,,,,,,,,,,,
臺北藍鵲居家醫療照護團隊,,,,,,,,,,,
2552-3234 #3683,,,,,,,,,,,
2709-3600 #1118,,,,,,,,,,,
2388-9595 #8416,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,同心居家護理所,02-89136613,新北市新店區溪園路３８９－１４號２樓（地圖),,1,1,,,,1,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
大台北居家醫療照護團隊,,,,,,,,,,,
255773250,,,,,,,,,,,
臺北藍鵲居家醫療照護團隊,同仁醫院附設居家護理所,02-29170201,新北市新店區民權路８９號２樓（地圖),,1,,1,,,,
2552-3234 #3683,,,,,,,,,,,
2709-3600 #1118,,,,,,,,,,,
2388-9595 #8416,,,,,,,,,,,
青年公園居家醫療照護團隊,永安居家護理所,02-86656656,新北市新店區中正路３９９巷１３號１樓（地圖),,1,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,豐榮醫院附設居家護理所,02-22122111,新北市新店區安德街２６巷３號１０樓（地圖),,1,1,1,,,1,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,福耕居家護理所,02-22075257,新北市新莊區新樹路６０９之１４號（地圖),,1,,,,,1,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
亞東居醫團隊,,,,,,,,,,,
02-77281911,,,,,,,,,,,
三軍總醫院居家醫療團隊,新泰綜合醫院附設居家護理所,02-22080383,新北市新莊區民安路２６８之１號（地圖),,1,,,,,1,
(02)87923311#88171,,,,,,,,,,,
青年公園居家醫療照護團隊,思瑞居家護理所,02-89923668,新北市新莊區中平路６巷１７號１樓（地圖),,1,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
宜家醫居家醫療照護團隊,愛寧居家護理所,02-85221905,新北市新莊區新北大道４段１７９號１０樓之７（地圖),,1,1,,,,1,1
森星林照護團隊,,,,,,,,,,,
亞東居醫團隊,,,,,,,,,,,
02-77281911,,,,,,,,,,,
青年公園居家醫療照護團隊,仁愛醫院附設居家護理所,02-26836600,新北市樹林區文化街９號（地圖),,1,,,,,,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,大心居家護理所,02-26808878,新北市樹林區大義路２３８號１樓（地圖),,1,1,,,,1,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
亞東居醫團隊,,,,,,,,,,,
02-77281911,,,,,,,,,,,
新北市立土城醫院居家照護團隊,,,,,,,,,,,
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
青年公園居家醫療照護團隊,愛佳生活居家護理所,02-26819997,新北市樹林區千歲街６１巷１２弄２８號１樓（地圖),,1,,,,,1,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
三軍總醫院居家醫療團隊,和鄰居家護理所,02-77091222,新北市鶯歌區文化路２３５號１樓（地圖),,1,1,1,,,1,1
(02)87923311#88171,,,,,,,,,,,
仁和居家醫療照護團隊,,,,,,,,,,,
(02)2892-8769,,,,,,,,,,,
(02)2891-7453,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
合力居家醫療整合,,,,,,,,,,,
(02)7709-1222,,,,,,,,,,,
958203902,,,,,,,,,,,
臺北榮民總醫院居家醫療照護團隊,,,,,,,,,,,
28757458,,,,,,,,,,,
28757460,,,,,,,,,,,
基隆長庚紀念醫院居家照護團隊,,,,,,,,,,,
2431-3131 #2171,,,,,,,,,,,
2431-3131,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
新北市立土城醫院居家照護團隊,,,,,,,,,,,
亞東居醫團隊,,,,,,,,,,,
02-77281911,,,,,,,,,,,
馨安居家醫療照護團隊,清福醫院附設居家護理所,02-77305110,新北市三峽區民生街１５４之１號２樓（地圖),,1,,,,,1,
932143725,,,,,,,,,,,
新北市立土城醫院居家照護團隊,,,,,,,,,,,
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
仁和居家醫療照護團隊,永康居家護理所,02-26264077,新北市淡水區重建街１８６號１樓（地圖),,1,,,,,,
(02)2892-8769,,,,,,,,,,,
(02)2891-7453,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
新北市雙溪區衛生所照護團隊,私立常春藤居家護理所,02-26421938,新北市汐止區福德二路２１５號５樓之２（地圖),,1,,,,,1,1
(02)2493-1211,,,,,,,,,,,
新北市平溪區衛生所照護團隊,,,,,,,,,,,
(02)2495-1015,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
萬芳團隊,,,,,,,,,,,
(02)2936-7193,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
新北市石碇區衛生所照護團隊,,,,,,,,,,,
2663-1325 #21,,,,,,,,,,,
基隆長庚紀念醫院居家照護團隊,,,,,,,,,,,
2431-3131 #2171,,,,,,,,,,,
2431-3131,,,,,,,,,,,
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
三軍總醫院居家醫療團隊,全人居家護理所,02-86480712,新北市汐止區長興街２段６０號２樓之１（地圖),,1,1,1,,,1,1
(02)87923311#88171,,,,,,,,,,,
正大居家醫療照護團隊,,,,,,,,,,,
(02)2456-9275,,,,,,,,,,,
萬芳團隊,,,,,,,,,,,
(02)2936-7193,,,,,,,,,,,
三軍總醫院居家醫療團隊,南丁格爾居家護理所,02-86481908,新北市汐止區大同路３段４２３號（１樓）（地圖),,1,,,,,,
(02)87923311#88171,,,,,,,,,,,
好鄰居,春暖居家護理所,02-26481736,新北市汐止區大同路２段４５８號２樓（地圖),,1,1,,,,1,1
29944001,,,,,,,,,,,
29944001*13,,,,,,,,,,,
仁和居家醫療照護團隊,,,,,,,,,,,
(02)2892-8769,,,,,,,,,,,
(02)2891-7453,,,,,,,,,,,
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
三軍總醫院居家醫療團隊,日好居家護理所,02-26921810,新北市汐止區福德二路１３２巷３號１樓（地圖),,1,,,,,1,1
(02)87923311#88171,,,,,,,,,,,
青年公園居家醫療照護團隊,璟馨居家護理所,02-77230968,新北市土城區延吉街７６號３樓（地圖),,1,,,,,1,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
亞東居醫團隊,,,,,,,,,,,
02-77281911,,,,,,,,,,,
安康喜樂居家醫療照護團隊,福康居家護理所,02-82625224,新北市土城區學享街５８號９樓之９（地圖),,1,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
三軍總醫院居家醫療團隊,銳辛居家護理所,02-82628990,新北市土城區金城路三段２６號１樓（地圖),,1,1,,,,1,1
(02)87923311#88171,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
馨安居家醫療照護團隊,,,,,,,,,,,
932143725,,,,,,,,,,,
安康喜樂居家醫療照護團隊,全連居家護理所,02-22820677,新北市蘆洲區中山一路１２０巷２２號１樓（地圖),,1,,1,,,,1
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
青年公園居家醫療照護團隊,新北市長青樹居家護理所,02-22926109,新北市五股區成泰路３段５７７巷１１１號１樓（地圖),,1,,,,,1,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
萬芳團隊,,,,,,,,,,,
(02)2936-7193,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
新北市立土城醫院居家照護團隊,,,,,,,,,,,
新北市平溪區衛生所照護團隊,,,,,,,,,,,
(02)2495-1015,,,,,,,,,,,
新北市雙溪區衛生所照護團隊,,,,,,,,,,,
(02)2493-1211,,,,,,,,,,,
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
青年公園居家醫療照護團隊,安頤居家護理所,02-82958828,新北市五股區芳洲五路５０號１樓（地圖),,1,1,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
好鄰居,慈英居家護理所,02-29020075,新北市泰山區貴子路９巷１０弄６號（地圖),,1,1,,,,1,1
29944001,,,,,,,,,,,
29944001*13,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
亞東居醫團隊,,,,,,,,,,,
02-77281911,,,,,,,,,,,
新北市立土城醫院居家照護團隊,,,,,,,,,,,
仁和居家醫療照護團隊,,,,,,,,,,,
(02)2892-8769,,,,,,,,,,,
(02)2891-7453,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
衛生福利部臺北醫院居家整合醫療照護團隊,,,,,,,,,,,
02-22761136#5201~5205,,,,,,,,,,,
909932122,,,,,,,,,,,
輔大醫院居家醫療照護團隊,輔仁大學學校財團法人輔仁大學附設醫院附設居家護理所,02-85128909,新北市泰山區貴子路６９號６樓（地圖),,1,,,,,1,1
02-85128909,,,,,,,,,,,
臺北榮民總醫院居家醫療照護團隊,美善居家護理所,02-26092380,新北市林口區文化三路１段３８１號１０樓（地圖),,1,,1,,,,1
28757458,,,,,,,,,,,
28757460,,,,,,,,,,,
衛生福利部臺北醫院居家整合醫療照護團隊,,,,,,,,,,,
02-22761136#5201~5205,,,,,,,,,,,
909932122,,,,,,,,,,,
青年公園居家醫療照護團隊,靜新居家護理所,02-66319767,新北市林口區文化二路１段３９０號５樓（５１７室）（地圖),,1,1,,,,1,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
亞東居醫團隊,慈家居家護理所,02-26009118,新北市林口區文化三路１段３９巷２８３號１２樓（地圖),,1,,,,,1,1
02-77281911,,,,,,,,,,,
新北市立土城醫院居家照護團隊,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
森星林照護團隊,,,,,,,,,,,
森星林照護團隊,圓果居家護理所,02-26191449,新北市八里區忠孝路３０３號１樓（地圖),,1,1,,,,,1
森星林照護團隊,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
聖保祿醫院,中順居家護理所,03-3179113,桃園市桃園區中正路１３１６號１２樓（地圖),,1,1,1,,,,1
03-3773329,,,,,,,,,,,
馨安居家醫療團隊,,,,,,,,,,,
975381210,,,,,,,,,,,
975381296,,,,,,,,,,,
台北榮民總醫院桃園分院居家醫療照護團隊,,,,,,,,,,,
03-3384889#3131,,,,,,,,,,,
976731675,,,,,,,,,,,
桃醫居家醫療團隊,富立順居家護理所,09-39430656,桃園市桃園區慈光街１０１巷１５號２樓（地圖),,1,,,,,1,1
(03)3699721轉分機1088,,,,,,,,,,,
(03)3699721轉分機4111,,,,,,,,,,,
(03)4971989轉分機5603,,,,,,,,,,,
台北榮民總醫院桃園分院居家醫療照護團隊,,,,,,,,,,,
03-3384889#3131,,,,,,,,,,,
976731675,,,,,,,,,,,
聯新國際醫院,,,,,,,,,,,
03-4941234轉4541,,,,,,,,,,,
楊梅社醫群居家醫療整合計畫團隊,,,,,,,,,,,
03-4826241#423,,,,,,,,,,,
共好居家醫療團,弘成居家護理所,03-2205627,桃園市桃園區中平路９８號５樓之１（地圖),,1,,,,,1,1
03-4685666,,,,,,,,,,,
敏盛綜合醫院,,,,,,,,,,,
03-3179599#7352,,,,,,,,,,,
聖保祿醫院,,,,,,,,,,,
03-3773329,,,,,,,,,,,
桃醫居家醫療團隊,,,,,,,,,,,
(03)3699721轉分機1088,,,,,,,,,,,
(03)3699721轉分機4111,,,,,,,,,,,
(03)4971989轉分機5603,,,,,,,,,,,
敏盛綜合醫院,敏盛綜合醫院附設居家護理所,03-3179599,桃園市桃園區經國路１６８號Ｂ３（地圖),,1,,,,,1,
03-3179599#7352,,,,,,,,,,,
聯新國際醫院,新康健居家護理所,03-3020917,桃園市桃園區大興西路２段２００之１４號２樓（地圖),,1,,1,,,,1
03-4941234轉4541,,,,,,,,,,,
聖保祿醫院,群和居家護理所,03-2208067,桃園市桃園區中平路１０２號１２樓之１（地圖),,1,,,,,,1
03-3773329,,,,,,,,,,,
台北榮民總醫院桃園分院居家醫療照護團隊,,,,,,,,,,,
03-3384889#3131,,,,,,,,,,,
976731675,,,,,,,,,,,
聯新國際醫院,,,,,,,,,,,
03-4941234轉4541,,,,,,,,,,,
台北榮民總醫院桃園分院居家醫療照護團隊,明心全都好居家護理所,03-3600773,桃園市桃園區國豐三街７７－１號（地圖),,1,1,,,,1,1
03-3384889#3131,,,,,,,,,,,
976731675,,,,,,,,,,,
桃醫居家醫療團隊,,,,,,,,,,,
(03)3699721轉分機1088,,,,,,,,,,,
(03)3699721轉分機4111,,,,,,,,,,,
(03)4971989轉分機5603,,,,,,,,,,,
台北榮民總醫院桃園分院居家醫療照護團隊,克定居家護理所,03-2160080,桃園市桃園區同德十街２０巷２１號３樓（地圖),,1,,,,,,1
03-3384889#3131,,,,,,,,,,,
976731675,,,,,,,,,,,
桃醫居家醫療團隊,,,,,,,,,,,
(03)3699721轉分機1088,,,,,,,,,,,
(03)3699721轉分機4111,,,,,,,,,,,
(03)4971989轉分機5603,,,,,,,,,,,
聯新國際醫院,,,,,,,,,,,
03-4941234轉4541,,,,,,,,,,,
聖保祿醫院,安康居家護理所,0-0982263321,桃園市桃園區民生路６７７巷３號１２樓（地圖),,1,,,,,,1
03-3773329,,,,,,,,,,,
台北榮民總醫院桃園分院居家醫療照護團隊,成信居家護理所,03-2711661,桃園市桃園區中平路１０２號７樓之３（地圖),,1,,,,,,1
03-3384889#3131,,,,,,,,,,,
976731675,,,,,,,,,,,
桃醫居家醫療團隊,,,,,,,,,,,
(03)3699721轉分機1088,,,,,,,,,,,
(03)3699721轉分機4111,,,,,,,,,,,
(03)4971989轉分機5603,,,,,,,,,,,
聯新國際醫院,晴康居家護理所,09-05737624,桃園市中壢區元化路二段１２６號７樓（地圖),,1,,,,,,1
03-4941234轉4541,,,,,,,,,,,
楊梅社醫群居家醫療整合計畫團隊,,,,,,,,,,,
03-4826241#423,,,,,,,,,,,
桃醫居家醫療團隊,馨安居家護理所,03-4226206,桃園市中壢區環北路４００號１７樓之３（地圖),,1,1,,,,,1
(03)3699721轉分機1088,,,,,,,,,,,
(03)3699721轉分機4111,,,,,,,,,,,
(03)4971989轉分機5603,,,,,,,,,,,
楊梅社醫群居家醫療整合計畫團隊,,,,,,,,,,,
03-4826241#423,,,,,,,,,,,
聯新國際醫院,,,,,,,,,,,
03-4941234轉4541,,,,,,,,,,,
敏盛綜合醫院,晴天居家護理所,03-2739901,桃園市平鎮區中豐路南勢２段１１７號４樓（地圖),,1,1,,,,1,1
03-3179599#7352,,,,,,,,,,,
桃醫居家醫療團隊,,,,,,,,,,,
(03)3699721轉分機1088,,,,,,,,,,,
(03)3699721轉分機4111,,,,,,,,,,,
(03)4971989轉分機5603,,,,,,,,,,,
楊梅社醫群居家醫療整合計畫團隊,,,,,,,,,,,
03-4826241#423,,,,,,,,,,,
聯新國際醫院,,,,,,,,,,,
03-4941234轉4541,,,,,,,,,,,
聯新國際醫院,聯安居家護理所,03-4528333,桃園市中壢區南園二路２６０號６樓（地圖),,1,,1,,,,
03-4941234轉4541,,,,,,,,,,,
台北榮民總醫院桃園分院居家醫療照護團隊,,,,,,,,,,,
03-3384889#3131,,,,,,,,,,,
976731675,,,,,,,,,,,
楊梅社醫群居家醫療整合計畫團隊,愛佳健康顧問居家護理所,03-4277990,桃園市中壢區延平路５００號１２樓之２（地圖),,1,,,,,,
03-4826241#423,,,,,,,,,,,
台北榮民總醫院桃園分院居家醫療照護團隊,,,,,,,,,,,
03-3384889#3131,,,,,,,,,,,
976731675,,,,,,,,,,,
楊梅社醫群居家醫療整合計畫團隊,中敏居家護理所,03-4379688,桃園市中壢區同慶路４８號（地圖),,1,,,,,,1
03-4826241#423,,,,,,,,,,,
桃醫居家醫療團隊,,,,,,,,,,,
(03)3699721轉分機1088,,,,,,,,,,,
(03)3699721轉分機4111,,,,,,,,,,,
(03)4971989轉分機5603,,,,,,,,,,,
聯新國際醫院,,,,,,,,,,,
03-4941234轉4541,,,,,,,,,,,
怡仁綜合醫院居家醫療照護整合團隊,怡仁綜合醫院附設居家護理所,03-4855566,桃園市楊梅區楊新北路３２１巷３０號（地圖),,1,1,,,,1,1
03-4855566#6113,,,,,,,,,,,
楊梅社醫群居家醫療整合計畫團隊,咏心居家護理所,03-2714927,桃園市楊梅區永美路３５７號２樓（地圖),,1,,,,,,1
03-4826241#423,,,,,,,,,,,
聯新國際醫院,,,,,,,,,,,
03-4941234轉4541,,,,,,,,,,,
楊梅社醫群居家醫療整合計畫團隊,天成醫院附設居家護理所,03-4782350,桃園市楊梅區中山北路１段３５６號（地圖),,1,1,,,,1,1
03-4826241#423,,,,,,,,,,,
天成醫院,,,,,,,,,,,
034782350#63800,,,,,,,,,,,
心苗栗,雲裔居家護理所,03-4881300,桃園市楊梅區中山北路１段３１９號（地圖),,1,,,,,,1
04-25345885,,,,,,,,,,,
怡仁綜合醫院居家醫療照護整合團隊,富健居家護理所,03-4758231,桃園市楊梅區四維里四維路２５號（地圖),,1,1,,,,1,1
03-4855566#6113,,,,,,,,,,,
聯新國際醫院,,,,,,,,,,,
03-4941234轉4541,,,,,,,,,,,
華揚醫院,,,,,,,,,,,
德仁醫院,,,,,,,,,,,
楊梅社醫群居家醫療整合計畫團隊,橙萱居家護理所,03-4207686,桃園市楊梅區民族路五段１０７巷４２弄１２號（地圖),,1,1,,,,,1
03-4826241#423,,,,,,,,,,,
馨愛,,,,,,,,,,,
932143725,,,,,,,,,,,
03-5943248#1132,,,,,,,,,,,
03-5943248#1158,,,,,,,,,,,
聯新國際醫院,,,,,,,,,,,
03-4941234轉4541,,,,,,,,,,,
台北榮民總醫院桃園分院居家醫療照護團隊,惠心居家護理所,03-3126508,桃園市蘆竹區長興路一段４０之６號１２樓（地圖),,1,1,,,,,1
